"predict","F","T"
"F",0.9745062255859375,0.02549377441406253
"T",0.031217428408563137,0.9687825715914369
"F",0.9984000003337861,0.001599999666213936
"F",0.999591726064682,4.0827393531794876E-4
"F",1.0,0.0
"F",0.9972348487377167,0.002765151262283272
"F",0.9761927485466003,0.02380725145339968
"F",0.9999576270580292,4.23729419708474E-5
"F",0.860797381401062,0.139202618598938
"F",0.9966207301616669,0.003379269838333143
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",0.9984210526943207,0.0015789473056793124
"F",1.0,0.0
"F",0.8547063517570496,0.14529364824295044
"F",0.9978937411308288,0.0021062588691711515
"F",0.9979999995231629,0.002000000476837127
"F",1.0,0.0
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",0.9991974198818206,8.025801181793524E-4
"F",0.9997826087474823,2.1739125251774016E-4
"F",0.9995057463645936,4.942536354064497E-4
"F",0.98,0.020000000000000018
"F",0.9603983521461487,0.03960164785385134
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",0.9998006010055542,1.9939899444576525E-4
"F",0.999880598783493,1.1940121650699798E-4
"F",0.9999953949451447,4.605054855333357E-6
"F",0.9991974198818206,8.025801181793524E-4
"F",1.0,0.0
"F",0.993980495929718,0.006019504070281956
"F",0.9976034188270568,0.0023965811729431685
"F",0.9970161294937134,0.002983870506286568
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",0.9976128339767456,0.0023871660232543945
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",0.9992930841445923,7.069158554077193E-4
"F",1.0,0.0
"F",0.9993006777763367,6.993222236633123E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9998333334922791,1.6666650772090286E-4
"F",0.9967214095592499,0.0032785904407500732
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",0.9991726422309876,8.273577690124378E-4
"F",0.9906918239593506,0.009308176040649374
"F",0.9978365051746368,0.0021634948253631547
"F",1.0,0.0
"F",0.997486789226532,0.002513210773468
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9992860198020935,7.139801979064719E-4
"F",0.9945098173618316,0.005490182638168362
"F",0.9990476191043853,9.523808956146684E-4
"F",0.9995457601547241,4.5423984527592776E-4
"F",1.0,0.0
"F",0.98,0.020000000000000018
"F",0.9999953949451447,4.605054855333357E-6
"F",0.9999428570270539,5.714297294612258E-5
"F",1.0,0.0
"F",0.9994762682914734,5.23731708526598E-4
"F",0.95622682929039,0.043773170709609954
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.94,0.06000000000000005
"F",1.0,0.0
"F",0.9995290637016296,4.7093629837036133E-4
"F",0.9946524035930634,0.0053475964069366055
"F",0.9999953949451447,4.605054855333357E-6
"F",0.9833102953433991,0.016689704656600912
"F",0.9770772433280945,0.022922756671905464
"F",0.9941917538642884,0.0058082461357116255
"F",1.0,0.0
"F",0.992347913980484,0.007652086019515947
"F",0.9980169034004212,0.0019830965995788485
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9997838425636292,2.1615743637082296E-4
"F",0.9380153572559357,0.061984642744064344
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9997624027729034,2.3759722709659759E-4
"F",0.9999953949451447,4.605054855333357E-6
"F",0.988105663061142,0.011894336938857997
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9959322035312652,0.004067796468734786
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",0.9997920644283295,2.0793557167053667E-4
"F",0.9997920644283295,2.0793557167053667E-4
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9791344583034516,0.020865541696548418
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9997920644283295,2.0793557167053667E-4
"F",0.99,0.010000000000000009
"F",0.99926487326622,7.351267337799561E-4
"F",1.0,0.0
"F",1.0,0.0
"F",0.9991080141067505,8.919858932494584E-4
"F",0.9791344583034516,0.020865541696548418
"F",1.0,0.0
"F",0.999959431886673,4.056811332697752E-5
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.7225654084980487,0.27743459150195127
"F",0.9791344583034516,0.020865541696548418
"F",0.9999953949451447,4.605054855333357E-6
"F",0.9997872340679169,2.1276593208308103E-4
"F",1.0,0.0
"F",1.0,0.0
"F",0.9603625202178955,0.03963747978210452
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9949532175064086,0.005046782493591362
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9912113177776337,0.008788682222366284
"F",0.9996923077106475,3.0769228935245696E-4
"F",1.0,0.0
"F",1.0,0.0
"F",0.99926487326622,7.351267337799561E-4
"F",1.0,0.0
"F",0.999928570985794,7.142901420598147E-5
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.98,0.020000000000000018
"F",0.9982716047763824,0.0017283952236175626
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.98,0.020000000000000018
"F",0.9996458530426026,3.5414695739743873E-4
"F",1.0,0.0
"F",0.98,0.020000000000000018
"F",0.9996862745285034,3.1372547149655095E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.98,0.020000000000000018
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.92,0.07999999999999996
"F",0.7385714280605317,0.26142857193946833
"F",1.0,0.0
"F",0.9993546879291535,6.453120708465043E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"T",0.12,0.88
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9433354723453522,0.0566645276546478
"F",1.0,0.0
"F",0.9369500434398651,0.0630499565601349
"T",0.31894358932971956,0.6810564106702804
"F",0.9947043621540069,0.005295637845993073
"F",0.9712136900424957,0.028786309957504308
"F",0.94,0.06000000000000005
"F",0.999813084602356,1.8691539764403853E-4
"F",0.9976529324054718,0.002347067594528185
"F",0.9990867888927459,9.132111072540638E-4
"F",0.999626168012619,3.738319873809459E-4
"F",0.8912900620698929,0.10870993793010708
"F",0.9502684032917023,0.04973159670829774
"F",1.0,0.0
"F",1.0,0.0
"F",0.9878577280044556,0.012142271995544407
"F",0.9194703257083893,0.08052967429161073
"F",1.0,0.0
"F",0.999928570985794,7.142901420598147E-5
"F",1.0,0.0
"F",0.9997872340679169,2.1276593208308103E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.98,0.020000000000000018
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9910623788833618,0.008937621116638206
"F",0.9967700970172882,0.003229902982711752
"F",0.9082528173923492,0.0917471826076508
"F",0.9779352223873139,0.022064777612686104
"F",0.96,0.040000000000000036
"F",0.724114533662796,0.275885466337204
"F",0.998396372795105,0.0016036272048950417
"F",0.9877020210027695,0.012297978997230508
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9997920644283295,2.0793557167053667E-4
"F",0.999959431886673,4.056811332697752E-5
"F",0.9996458530426026,3.5414695739743873E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9996862745285034,3.1372547149655095E-4
"F",1.0,0.0
"F",1.0,0.0
"F",0.9997920644283295,2.0793557167053667E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.4777419352531433,0.5222580647468567
"F",1.0,0.0
"F",1.0,0.0
"F",0.9996458530426026,3.5414695739743873E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9983333337306977,0.0016666662693023415
"F",0.9915229964256287,0.008477003574371311
"F",0.9966027891635895,0.003397210836410536
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9990196073055267,9.803926944732533E-4
"F",1.0,0.0
"F",1.0,0.0
"F",0.9996458530426026,3.5414695739743873E-4
"F",1.0,0.0
"F",1.0,0.0
"F",0.9786666667461396,0.021333333253860443
"F",1.0,0.0
"F",1.0,0.0
"F",0.999529573917389,4.704260826110529E-4
"F",0.9973804926872254,0.002619507312774605
"F",1.0,0.0
"F",1.0,0.0
"F",0.8318413084745407,0.16815869152545926
"F",1.0,0.0
"F",0.9946428573131562,0.005357142686843841
"F",1.0,0.0
"F",0.9996458530426026,3.5414695739743873E-4
"F",0.9979644274711609,0.0020355725288391247
"F",1.0,0.0
"F",0.9990422630310059,9.577369689941495E-4
"F",0.9972729706764221,0.002727029323577934
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9990630984306336,9.369015693664329E-4
"F",0.98,0.020000000000000018
"F",0.9933333337306977,0.006666666269302346
"F",1.0,0.0
"F",1.0,0.0
"F",0.999859004020691,1.4099597930905539E-4
"F",1.0,0.0
"F",1.0,0.0
"F",0.9997542190551758,2.457809448241921E-4
"F",0.9999449038505555,5.509614944454455E-5
"F",1.0,0.0
"F",1.0,0.0
"F",0.9979644274711609,0.0020355725288391247
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.7233333334326744,0.27666666656732564
"F",0.8081232497096061,0.19187675029039386
"F",0.9494666671752929,0.05053333282470707
"F",0.9999397587776184,6.024122238157403E-5
"F",1.0,0.0
"F",1.0,0.0
"F",0.9484615385532379,0.05153846144676211
"F",0.7233333334326744,0.27666666656732564
"F",1.0,0.0
"F",1.0,0.0
"F",0.9995290637016296,4.7093629837036133E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.98,0.020000000000000018
"F",1.0,0.0
"F",0.98,0.020000000000000018
"F",1.0,0.0
"F",0.9972133696079254,0.002786630392074607
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.7233333334326744,0.27666666656732564
"F",1.0,0.0
"F",1.0,0.0
"F",0.9999576270580292,4.23729419708474E-5
"F",0.9999397587776184,6.024122238157403E-5
"F",0.999829831123352,1.701688766480025E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.999911242723465,8.875727653501198E-5
"F",0.9710685229301452,0.028931477069854772
"F",1.0,0.0
"F",0.9999428570270539,5.714297294612258E-5
"F",1.0,0.0
"F",0.9988756930828094,0.001124306917190565
"F",0.86,0.14
"F",0.8264241963624954,0.17357580363750458
"F",1.0,0.0
"F",1.0,0.0
"F",0.9935867810249328,0.006413218975067192
"F",0.9770819389820099,0.0229180610179901
"F",0.9997834467887878,2.1655321121216708E-4
"F",1.0,0.0
"F",0.9724696350097656,0.027530364990234424
"F",0.9999397587776184,6.024122238157403E-5
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.99165731549263,0.008342684507369968
"F",1.0,0.0
"F",1.0,0.0
"F",0.9996850395202637,3.14960479736337E-4
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",0.9993536305427552,6.463694572448331E-4
"F",0.8520000004768371,0.1479999995231629
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9996850395202637,3.14960479736337E-4
"F",0.9989905536174775,0.0010094463825225386
"F",1.0,0.0
"F",0.9997375094890595,2.6249051094051623E-4
"F",1.0,0.0
"F",0.9999407505989075,5.9249401092476006E-5
"F",1.0,0.0
"F",0.9994576609134674,5.423390865325617E-4
"F",1.0,0.0
"F",0.9998387098312378,1.6129016876220703E-4
"F",0.9999407505989075,5.9249401092476006E-5
"F",1.0,0.0
"F",0.999710773229599,2.8922677040099654E-4
"F",1.0,0.0
"F",0.9997795951366425,2.2040486335750398E-4
"F",0.9984760272502899,0.0015239727497100564
"F",0.984219166636467,0.015780833363532976
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"T",0.027293865829706193,0.9727061341702938
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9933296000957489,0.006670399904251112
"F",1.0,0.0
"T",0.039526442810893056,0.960473557189107
"T",0.005298736914992333,0.9947012630850076
"F",0.9999953949451447,4.605054855333357E-6
"F",0.9985802197456359,0.001419780254364067
"F",1.0,0.0
"T",0.039526442810893056,0.960473557189107
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"T",0.3646337596606463,0.6353662403393536
"F",0.9947544956207275,0.005245504379272514
"T",0.039526442810893056,0.960473557189107
"T",0.039526442810893056,0.960473557189107
"T",0.0,1.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.8547063517570496,0.14529364824295044
"F",0.9792857146263123,0.02071428537368769
"F",0.9999953949451447,4.605054855333357E-6
"T",0.11526971993036568,0.8847302800696343
"F",0.9181367751955986,0.08186322480440145
"F",0.5485870576649904,0.4514129423350096
"T",0.01651539880782366,0.9834846011921763
"F",0.9998581564426422,1.418435573578014E-4
"T",0.005298736914992333,0.9947012630850076
"F",1.0,0.0
"F",0.9979729211330414,0.0020270788669586315
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",0.9999407505989075,5.9249401092476006E-5
"F",1.0,0.0
"T",0.005298736914992333,0.9947012630850076
"F",1.0,0.0
"F",1.0,0.0
"F",0.9997647058963776,2.3529410362244096E-4
"F",1.0,0.0
"F",0.8120000010728836,0.18799999892711639
"F",0.9977235770225525,0.0022764229774474565
"F",0.9784398889541626,0.021560111045837438
"F",0.9998533725738525,1.4662742614746094E-4
"F",1.0,0.0
"F",0.7138734042644501,0.2861265957355499
"F",1.0,0.0
"F",0.9717345941066742,0.028265405893325823
"F",0.9947544956207275,0.005245504379272514
"F",1.0,0.0
"F",1.0,0.0
"F",0.98,0.020000000000000018
"F",0.9947544956207275,0.005245504379272514
"F",1.0,0.0
"F",1.0,0.0
"F",0.9947544956207275,0.005245504379272514
"F",1.0,0.0
"F",1.0,0.0
"F",0.9998533725738525,1.4662742614746094E-4
"F",0.9717345941066742,0.028265405893325823
"F",0.9977235770225525,0.0022764229774474565
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9717345941066742,0.028265405893325823
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9998533725738525,1.4662742614746094E-4
"F",0.9998533725738525,1.4662742614746094E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9980487799644471,0.0019512200355529252
"F",1.0,0.0
"F",1.0,0.0
"F",0.9777521979808808,0.022247802019119245
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9969805538654327,0.003019446134567283
"F",1.0,0.0
"F",0.9938118815422058,0.006188118457794212
"F",1.0,0.0
"F",0.9999126636981964,8.733630180357554E-5
"F",0.9823940551280975,0.01760594487190248
"F",1.0,0.0
"F",1.0,0.0
"F",0.9999126636981964,8.733630180357554E-5
"F",1.0,0.0
"F",1.0,0.0
"F",0.9643062019348144,0.03569379806518558
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.46773809611797335,0.5322619038820267
"F",0.9999953949451447,4.605054855333357E-6
"F",0.978440603017807,0.021559396982193002
"F",0.9998940551280975,1.0594487190251911E-4
"F",0.9975877571105957,0.002412242889404337
"F",0.9983333337306977,0.0016666662693023415
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.855,0.14500000000000002
"F",1.0,0.0
"F",0.9996363639831543,3.6363601684574753E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9990052592754364,9.947407245636253E-4
"F",0.9878610694408416,0.012138930559158378
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.98,0.020000000000000018
"F",1.0,0.0
"T",0.04,0.96
"T",0.04,0.96
"F",1.0,0.0
"T",0.0,1.0
"F",0.9985340332984924,0.0014659667015075595
"T",0.06,0.94
"T",0.12,0.88
"T",0.12,0.88
"T",0.14,0.86
"T",0.14,0.86
"F",1.0,0.0
"F",0.988105663061142,0.011894336938857997
"T",0.0,1.0
"F",0.98,0.020000000000000018
"T",0.02,0.98
"T",0.0,1.0
"T",0.0,1.0
"T",0.04,0.96
"F",0.9997544181346893,2.455818653106512E-4
"T",0.04,0.96
"T",0.16,0.84
"T",0.0,1.0
"T",0.14,0.86
"F",0.9997544181346893,2.455818653106512E-4
"F",0.9999576270580292,4.23729419708474E-5
"F",0.9999953949451447,4.605054855333357E-6
"T",0.06,0.94
"T",0.20666666686534882,0.7933333331346512
"T",0.12,0.88
"F",0.9997120249271393,2.8797507286071333E-4
"T",0.16,0.84
"T",0.04,0.96
"T",0.06,0.94
"F",1.0,0.0
"F",0.999880598783493,1.1940121650699798E-4
"F",0.9997120249271393,2.8797507286071333E-4
"F",1.0,0.0
"T",0.04,0.96
"F",1.0,0.0
"F",0.9827667021751404,0.017233297824859606
"F",1.0,0.0
"F",1.0,0.0
"F",0.9997120249271393,2.8797507286071333E-4
"F",0.9984664523601532,0.0015335476398468106
"T",0.02,0.98
"T",0.14,0.86
"T",0.04,0.96
"T",0.0,1.0
"T",0.14,0.86
"F",1.0,0.0
"T",0.04,0.96
"F",0.98,0.020000000000000018
"T",0.08,0.92
"T",0.04,0.96
"F",1.0,0.0
"T",0.12,0.88
"F",0.9997120249271393,2.8797507286071333E-4
"T",0.1,0.9
"F",1.0,0.0
"T",0.1,0.9
"F",0.9827667021751404,0.017233297824859606
"F",0.9999449038505555,5.509614944454455E-5
"T",0.0,1.0
"T",0.0,1.0
"T",0.04,0.96
"F",1.0,0.0
"T",0.05066666692495346,0.9493333330750465
"F",1.0,0.0
"T",0.0,1.0
"F",0.9982788097858429,0.0017211902141570645
"T",0.04,0.96
"T",0.02,0.98
"F",0.9991450238227845,8.549761772155273E-4
"F",1.0,0.0
"T",0.04,0.96
"F",0.988105663061142,0.011894336938857997
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"T",0.08,0.92
"T",0.0,1.0
"F",0.999880598783493,1.1940121650699798E-4
"F",0.9997120249271393,2.8797507286071333E-4
"F",0.9999953949451447,4.605054855333357E-6
"T",0.16,0.84
"F",0.9949532175064086,0.005046782493591362
"F",0.98,0.020000000000000018
"T",0.02,0.98
"T",0.04,0.96
"T",0.14,0.86
"T",0.04,0.96
"T",0.04,0.96
"T",0.0,1.0
"T",0.0,1.0
"T",0.02,0.98
"F",0.9991506481170654,8.49351882934557E-4
"T",0.02,0.98
"F",1.0,0.0
"F",0.999944133758545,5.586624145503816E-5
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9999576270580292,4.23729419708474E-5
"F",0.9997544181346893,2.455818653106512E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"T",0.3133375510014594,0.6866624489985407
"F",0.9904347825050354,0.00956521749496464
"F",1.0,0.0
"F",1.0,0.0
"F",0.999626168012619,3.738319873809459E-4
"F",1.0,0.0
"F",0.9997491204738617,2.5087952613833675E-4
"F",0.999880598783493,1.1940121650699798E-4
"F",0.9998951053619385,1.0489463806151456E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.8799999997019767,0.12000000029802327
"F",1.0,0.0
"F",0.6782076096534729,0.32179239034652707
"F",0.999928570985794,7.142901420598147E-5
"F",0.9625789475440979,0.037421052455902104
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9969230771064759,0.0030769228935241255
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9893830382823944,0.010616961717605622
"F",1.0,0.0
"F",0.9996478867530822,3.5211324691775125E-4
"F",0.9798940551280976,0.020105944871902426
"F",0.9941616868972778,0.0058383131027222035
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.91,0.08999999999999997
"F",0.9906918239593506,0.009308176040649374
"F",1.0,0.0
"F",1.0,0.0
"F",0.9998343682289124,1.656317710876376E-4
"F",0.9055555558204651,0.0944444441795349
"F",0.94,0.06000000000000005
"F",1.0,0.0
"F",1.0,0.0
"F",0.9997544181346893,2.455818653106512E-4
"F",0.9902001464366913,0.009799853563308702
"F",1.0,0.0
"F",0.9906918239593506,0.009308176040649374
"F",1.0,0.0
"F",0.8836747497320175,0.11632525026798246
"F",1.0,0.0
"F",0.9966111528873444,0.003388847112655635
"F",1.0,0.0
"F",0.9808490574359894,0.01915094256401062
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",1.0,0.0
"F",0.9995518755912781,4.4812440872188386E-4
"F",1.0,0.0
"F",1.0,0.0
"F",0.7775147579610348,0.22248524203896525
"F",0.47520979046821593,0.524790209531784
"F",1.0,0.0
"F",0.98,0.020000000000000018
"F",0.9987176656723022,0.001282334327697754
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",1.0,0.0
"F",0.9774700856208801,0.022529914379119886
"F",0.9958475661277771,0.00415243387222286
"F",0.9997544181346893,2.455818653106512E-4
"F",1.0,0.0
"F",0.9966207301616669,0.003379269838333143
"F",1.0,0.0
"F",0.9958475661277771,0.00415243387222286
"F",0.9957298004627227,0.004270199537277253
"F",1.0,0.0
"F",1.0,0.0
"F",0.9963214278221131,0.0036785721778869185
"F",1.0,0.0
"F",0.9871837043762207,0.012816295623779284
"F",1.0,0.0
"F",1.0,0.0
"F",0.9979345762729644,0.0020654237270355535
"F",1.0,0.0
"F",0.9844444447755814,0.015555555224418649
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.999813084602356,1.8691539764403853E-4
"F",1.0,0.0
"F",1.0,0.0
"F",0.9966207301616669,0.003379269838333143
"F",1.0,0.0
"F",0.9993333327770233,6.666672229767023E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.7370821702480316,0.2629178297519684
"F",0.9831893986463547,0.016810601353645316
"F",1.0,0.0
"F",0.9987878787517548,0.0012121212482452126
"F",0.9966207301616669,0.003379269838333143
"F",0.9962704706192017,0.003729529380798291
"F",1.0,0.0
"F",0.9990144526958465,9.855473041534557E-4
"F",0.9980608773231506,0.0019391226768493697
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9966207301616669,0.003379269838333143
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9994202899932861,5.797100067138627E-4
"F",0.9994367635250092,5.632364749907914E-4
"F",1.0,0.0
"F",1.0,0.0
"F",0.9972888064384461,0.002711193561553915
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",1.0,0.0
"F",0.9998951053619385,1.0489463806151456E-4
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",0.97,0.030000000000000027
"F",1.0,0.0
"F",0.9999857854843139,1.4214515686061802E-5
"F",1.0,0.0
"F",0.9963636362552643,0.003636363744735749
"F",1.0,0.0
"F",1.0,0.0
"F",0.9997515523433685,2.484476566314564E-4
"F",0.9985519826412201,0.0014480173587798628
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",1.0,0.0
"F",0.9999953949451447,4.605054855333357E-6
"F",0.98,0.020000000000000018
"F",0.9941176474094391,0.005882352590560913
"F",1.0,0.0
"F",0.9985185182094574,0.001481481790542638
"F",0.9784985220432282,0.02150147795677182
"F",1.0,0.0
"F",0.9990752840042114,9.247159957885831E-4
"F",0.9999576270580292,4.23729419708474E-5
"F",0.9962968671321869,0.003703132867813097
"F",1.0,0.0
"F",1.0,0.0
"F",0.9992282009124756,7.717990875244496E-4
"F",1.0,0.0
"F",0.9993478262424469,6.521737575531095E-4
"F",0.9965607213973999,0.003439278602600071
"F",0.9980480134487152,0.0019519865512848122
"F",0.9996458530426026,3.5414695739743873E-4
"F",0.97,0.030000000000000027
"F",0.9998940551280975,1.0594487190251911E-4
"F",1.0,0.0
"F",0.96,0.040000000000000036
"F",0.9999012351036072,9.876489639282227E-5
"F",1.0,0.0
"F",0.9988235294818878,0.0011764705181122048
"F",0.9796407985687255,0.020359201431274454
"F",0.9999126636981964,8.733630180357554E-5
"F",1.0,0.0
"F",0.94,0.06000000000000005
"F",0.98,0.020000000000000018
"F",0.9999953949451447,4.605054855333357E-6
"F",0.9999407505989075,5.9249401092476006E-5
"F",0.9999953949451447,4.605054855333357E-6
"F",1.0,0.0
"F",1.0,0.0
"F",0.9978149926662445,0.0021850073337554843
"F",1.0,0.0
"F",0.879593836069107,0.12040616393089298
"F",0.98,0.020000000000000018
"F",0.99,0.010000000000000009
