__device_id	__os_name	__os_version	__browser_name	__browser_version	__device_name	__category	__anonymous_1	__anonymous_2	__anonymous_3	__anonymous_4	__anonymous_5	__anonymous_6	__anonymous_7	__anonymous_8	__anonymous_9	__anonymous_10	__anonymous_11	__anonymous_12	__anonymous_13	__anonymous_14	__anonymous_15	__anonymous_16	__anonymous_17	__anonymous_18	__anonymous_19	__anonymous_20	__anonymous_21	__anonymous_22	__anonymous_23	__anonymous_24	__anonymous_25	__anonymous_26	__anonymous_27	__anonymous_28	__anonymous_29	__anonymous_30	__anonymous_31	__anonymous_32	__anonymous_33	__anonymous_34	__anonymous_35	__anonymous_36	__anonymous_37	__anonymous_38	__anonymous_39	__anonymous_40	__anonymous_41	__anonymous_42	__anonymous_43	__anonymous_44	__anonymous_45	__anonymous_46	__anonymous_47	__anonymous_48	__anonymous_49	__anonymous_50	__anonymous_51	__anonymous_52	__anonymous_53	__anonymous_54	__anonymous_55	__anonymous_56	__anonymous_57	__anonymous_58	__anonymous_59	__anonymous_60	__anonymous_61	__anonymous_62	__anonymous_63	__anonymous_64	__anonymous_65	__anonymous_66	__anonymous_67	__anonymous_68	__anonymous_69	__anonymous_70	__ip	__isp	__country	__region	__time_zone	__connection_type	__timestamp	__url	__user_id

dev_100150	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100270	isp_100002	country_100	?	time_zone_100	conn_type_10	1432801640448	url_1000005	user_100112

dev_100448	Windows 7	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104473	isp_100196	country_102	region_1084	time_zone_102	conn_type_10	1440264224768	url_1024533	user_100328

dev_100019	Windows 8.1	?	Chrome	44.0.2403	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104147	isp_100011	country_102	region_1076	time_zone_102	conn_type_10	1440053198848	url_1004459	user_100018

dev_100642	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100741	isp_100005	country_100	?	time_zone_100	conn_type_10	1435134459904	url_1000005	user_100499

dev_100295	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102795	isp_100031	country_104	region_1011	time_zone_104	conn_type_11	1439204114432	url_1000005	user_100217

dev_100059	Windows 8.1	?	IE	11	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104485	isp_100011	country_102	region_1079	time_zone_102	conn_type_10	1440269467648	url_1024572	user_100050

dev_103112	Windows 7	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101004	isp_100002	country_100	region_1001	time_zone_100	conn_type_10	1440061849600	url_1000000	user_102434

dev_103218	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100282	isp_100070	country_119	?	time_zone_122	conn_type_13	1432832180224	url_1000005	user_102539

dev_103596	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100488	isp_100069	?	?	?	conn_type_10	1433852837888	url_1000005	user_102830

dev_103343	Windows 7	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102812	isp_100292	country_102	?	time_zone_102	conn_type_10	1439210274816	url_1015015	user_102624

dev_102738	Windows 7	?	Opera	31.0.1889	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104711	isp_100011	country_102	region_1076	time_zone_102	conn_type_10	1440437764096	url_1015109	user_102099

dev_101334	Linux	?	Firefox	38	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100409	isp_100008	country_100	region_1001	time_zone_100	conn_type_10	1433372327936	url_1000000	user_100996

dev_102705	Windows XP	?	Firefox	35	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100555	isp_100005	country_100	region_1003	time_zone_100	conn_type_10	1434193756160	url_1000000	user_102098

dev_103506	Windows 8.1	?	Chrome	43.0.2357	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100662	isp_100122	country_130	?	time_zone_135	conn_type_10	1434711359488	url_1002144	user_102760

dev_100403	Windows	?	IE	11	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103838	isp_100011	country_102	region_1025	time_zone_102	conn_type_10	1439881232384	url_1020835	user_100285

dev_102632	Windows 7	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101401	isp_100011	country_102	region_1076	time_zone_102	conn_type_10	1438107959296	url_1004730	user_102053

dev_100162	Windows 7	?	IE	11	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103318	isp_100177	country_102	region_1076	time_zone_102	conn_type_10	1439970754560	url_1004459	user_100114

dev_101379	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101373	isp_100195	country_100	region_1003	time_zone_100	conn_type_10	1438094458880	url_1000005	user_101009

dev_103601	Windows 7	?	Firefox	15	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102317	isp_100029	country_104	region_1014	time_zone_107	conn_type_11	1438863196160	url_1000005	user_102836

dev_101664	iOS	7.1.1	Chrome Mobile iOS	43.0.2357	iPad	TABLET	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102262	isp_100011	country_102	region_1076	time_zone_102	conn_type_10	1438781407232	url_1011104	user_101253

dev_101349	Linux	?	Firefox	38	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100654	isp_100008	country_100	region_1001	time_zone_100	conn_type_10	1434664697856	url_1000000	user_100996

dev_100770	Windows 7	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101909	isp_100011	country_102	region_1005	time_zone_102	conn_type_10	1438539448320	url_1008722	user_100604

dev_103371	Windows 8.1	?	Chrome	44.0.2403	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103702	isp_100129	country_102	region_1018	time_zone_102	conn_type_10	1439803506688	url_1020129	user_102649

dev_102666	Windows 7	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101604	isp_100011	country_102	region_1084	time_zone_102	conn_type_10	1438259609600	url_1004434	user_102084

dev_101622	Linux	?	Chrome	43.0.2357	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100705	isp_100128	country_102	region_1005	time_zone_102	conn_type_10	1434986348544	url_1002147	user_101225

dev_100622	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102217	isp_100157	country_106	?	time_zone_105	conn_type_10	1438759649280	url_1000005	user_100481

dev_101690	Windows 7	?	Firefox	39	Other	DESKTOP	?	?	?	0	2	0	?	?	2	4	?	4	?	?	1	4	?	?	?	0	2	3	0	4	?	?	4	1	0	1	3	?	0	?	?	1	1	?	?	1	?	2	4	0	?	?	?	?	1	0	1	?	?	?	3	4	?	2	?	?	0	1	4	?	?	0	?	?	?	?	ip_101755	isp_100035	country_102	region_1018	time_zone_102	conn_type_10	1438377967616	url_1007008	user_101273

dev_103111	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101237	isp_100029	country_104	region_1014	time_zone_107	conn_type_11	1437366747136	url_1000005	user_102433

dev_101202	Windows	?	Chrome	42.0.2311	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104813	isp_100011	country_102	region_1076	time_zone_102	conn_type_10	1440501334016	url_1004459	user_100893

dev_102445	Windows Vista	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102719	isp_100011	country_102	region_1005	time_zone_102	conn_type_10	1439146049536	url_1014312	user_101877

dev_100278	Windows 8.1	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102960	isp_100011	country_102	region_1025	time_zone_102	conn_type_10	1439294685184	url_1016043	user_100204

dev_102542	Windows XP	?	Chrome	44.0.2403	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104656	isp_100011	country_102	region_1084	time_zone_102	conn_type_10	1440407355392	url_1025456	user_101963

dev_103571	Windows 7	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104472	isp_100177	country_102	region_1076	time_zone_102	conn_type_10	1440263962624	url_1024532	user_102813

dev_103359	Windows	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100101	isp_100035	country_102	region_1018	time_zone_102	conn_type_10	1432144576512	url_1000010	user_102638

dev_103443	Android	5	Chrome Mobile	34.0.1847	Samsung SM-G900F	SMARTPHONE	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103381	isp_100129	country_102	region_1025	time_zone_102	conn_type_12	1439554600960	url_1017822	user_102701

dev_101248	Windows 7	?	Chrome	44.0.2403	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101004	isp_100002	country_100	?	time_zone_100	conn_type_10	1436359983104	url_1000000	user_100933

dev_103018	Android	5.0.1	Chrome Mobile	43.0.2357	Samsung GT-I9505	SMARTPHONE	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102578	isp_100129	country_102	region_1076	time_zone_102	conn_type_10	1439036604416	url_1013215	user_102346

dev_100413	Android	5.0.2	Chrome Mobile	44.0.2403	Samsung SM-A500FU	SMARTPHONE	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102887	isp_100129	country_102	region_1094	time_zone_102	conn_type_10	1439237537792	url_1015452	user_100295

dev_101471	Mac OS X	10.9	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104826	isp_100177	country_102	region_1076	time_zone_102	conn_type_10	1440506183680	url_1026398	user_101092

dev_102719	Windows XP	?	Firefox	35	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100534	isp_100005	country_100	region_1003	time_zone_100	conn_type_10	1434051149824	url_1000000	user_102098

dev_103875	Windows 7	?	IE	11	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103490	isp_100329	country_104	region_1043	time_zone_107	conn_type_11	1439639011328	url_1018898	user_103094

dev_100980	Windows XP	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102847	isp_100011	country_102	region_1094	time_zone_102	conn_type_10	1439222464512	url_1015180	user_100725

dev_101414	Windows 7	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103232	isp_100011	country_102	region_1025	time_zone_102	conn_type_10	1439469797376	url_1017677	user_101041

dev_103156	Windows 7	?	IE	11	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102786	isp_100011	country_102	?	time_zone_102	conn_type_10	1439200182272	url_1005822	user_102478

dev_100049	Windows 7	?	Firefox	38	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100536	isp_100033	country_100	region_1001	time_zone_100	conn_type_10	1434051936256	url_1000000	user_100042

dev_101405	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101288	isp_100101	country_104	region_1014	time_zone_107	conn_type_11	1437900603392	url_1000005	user_101032

dev_103508	Android	?	Firefox	40	Other	TABLET	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103508	isp_100172	country_102	region_1076	time_zone_102	conn_type_10	1439648579584	url_1019027	user_102762

dev_100226	Windows 7	?	Firefox	15	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101018	isp_100159	country_135	?	time_zone_141	conn_type_10	1436420800512	url_1000005	user_100157

dev_101073	Windows 7	?	Chrome	44.0.2403	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104454	isp_100011	country_102	region_1005	time_zone_102	conn_type_10	1440253345792	url_1024489	user_100785

dev_103286	Windows 7	?	Firefox	15	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104850	isp_100000	country_100	region_1001	time_zone_100	conn_type_10	1440515489792	url_1000005	user_102566

dev_103309	Windows 7	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104015	isp_100358	country_120	region_1135	time_zone_124	conn_type_13	1440589545472	url_1004459	user_102587

dev_103415	Windows 7	?	Chrome	43.0.2357	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102600	isp_100033	country_100	region_1001	time_zone_100	conn_type_10	1439047745536	url_1013437	user_102672

dev_100589	Windows 7	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103706	isp_100011	country_102	region_1076	time_zone_102	conn_type_10	1439803899904	url_1004459	user_100449

dev_100876	Windows 7	?	Firefox	15	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100134	isp_100000	country_100	?	time_zone_100	conn_type_10	1433406799872	url_1000005	user_100684

dev_103867	Windows 7	?	Firefox	15	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101815	isp_100029	country_104	region_1014	time_zone_107	conn_type_11	1438444421120	url_1000005	user_103086

dev_100371	Windows XP	?	Firefox	38	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100366	isp_100024	country_105	?	?	conn_type_10	1433184108544	url_1000016	user_100260

dev_102964	Windows 8.1	?	Chrome	44.0.2403	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101516	isp_100129	country_102	?	time_zone_102	conn_type_12	1438192500736	url_1005521	user_102294

dev_101950	Windows Vista	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104956	isp_100100	country_100	region_1016	time_zone_100	conn_type_12	1440589545472	url_1027074	user_101488

dev_103877	Windows 7	?	IE	11	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102444	isp_100011	country_102	region_1076	time_zone_102	conn_type_10	1438928470016	url_1012321	user_103095

