device_id,urlList
dev_104762,"['url_1040985', 'url_1040985', 'url_1054582', 'url_1054583', 'url_1024420', 'url_1004464', 'url_1004606', 'url_1004606', 'url_1004503', 'url_1004557', 'url_1006322', 'url_1004559', 'url_1004559', 'url_1004464', 'url_1004464', 'url_1004459', 'url_1004459', 'url_1004434', 'url_1004434', 'url_1005027', 'url_1005027', 'url_1004564', 'url_1004564', 'url_1004564', 'url_1004564']"
dev_104763,"['url_1046525', 'url_1017944', 'url_1017372', 'url_1017944', 'url_1046526', 'url_1004732', 'url_1051746', 'url_1051747', 'url_1005649', 'url_1006029', 'url_1005660', 'url_1005660', 'url_1051758', 'url_1051758']"
dev_104764,"['url_1034462', 'url_1034471', 'url_1004464', 'url_1034471', 'url_1004464', 'url_1004532', 'url_1004534', 'url_1004534', 'url_1034475', 'url_1034475', 'url_1034759', 'url_1015543', 'url_1013285', 'url_1013286', 'url_1013285', 'url_1034762', 'url_1013285', 'url_1034764', 'url_1034765', 'url_1034766', 'url_1034767', 'url_1004617', 'url_1004590', 'url_1004510']"
dev_104765,"['url_1000005', 'url_1000005', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000022', 'url_1000022', 'url_1000022', 'url_1000798', 'url_1000798', 'url_1000798']"
dev_104766,"['url_1000005', 'url_1000005', 'url_1000000', 'url_1000000', 'url_1000000']"
dev_104767,"['url_1005342', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515']"
dev_104768,"['url_1000005', 'url_1000005', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000008', 'url_1000008', 'url_1000008', 'url_1000312', 'url_1000312', 'url_1000312']"
dev_104769,"['url_1045104', 'url_1048570', 'url_1055161', 'url_1055163', 'url_1055165', 'url_1055188', 'url_1055190', 'url_1055194', 'url_1055261', 'url_1055190', 'url_1055194', 'url_1055405', 'url_1004464', 'url_1004705', 'url_1005739', 'url_1004464', 'url_1004532', 'url_1004534', 'url_1004534', 'url_1055423', 'url_1055423', 'url_1005168', 'url_1005168', 'url_1020902', 'url_1020902', 'url_1028188', 'url_1028188', 'url_1023685', 'url_1023685', 'url_1028189', 'url_1028189', 'url_1028191', 'url_1028191', 'url_1028192', 'url_1028192', 'url_1028193', 'url_1028193', 'url_1028195', 'url_1028195', 'url_1028196', 'url_1028196', 'url_1028197', 'url_1028197']"
dev_104770,"['url_1044444', 'url_1044444', 'url_1005649', 'url_1006029', 'url_1005660', 'url_1005660', 'url_1009198', 'url_1009198', 'url_1009198', 'url_1009198', 'url_1009196', 'url_1009196', 'url_1009197', 'url_1009197', 'url_1009193', 'url_1009193', 'url_1009195', 'url_1009195', 'url_1009195', 'url_1009195', 'url_1009196', 'url_1009196', 'url_1009197', 'url_1009197', 'url_1009740', 'url_1009740', 'url_1009740', 'url_1009740', 'url_1044455', 'url_1044455']"
dev_104771,"['url_1000005', 'url_1000005', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000000', 'url_1000000', 'url_1000235', 'url_1000235', 'url_1000655', 'url_1000655', 'url_1000006', 'url_1000006', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007']"
dev_104772,"['url_1000005', 'url_1000005', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000235', 'url_1000235', 'url_1000235', 'url_1000417', 'url_1000417', 'url_1000417']"
dev_104773,"['url_1053552', 'url_1021025', 'url_1021025', 'url_1004532', 'url_1021025', 'url_1004464', 'url_1004678', 'url_1004532', 'url_1004534', 'url_1004534', 'url_1004598', 'url_1004598', 'url_1004542', 'url_1004542', 'url_1053558', 'url_1053558']"
dev_104774,"['url_1000005', 'url_1000005', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000008', 'url_1000008', 'url_1000008', 'url_1000312', 'url_1000312', 'url_1000312', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007']"
dev_104775,"['url_1004459', 'url_1004477', 'url_1012138', 'url_1018689', 'url_1004464', 'url_1004503', 'url_1004557', 'url_1004559', 'url_1004559', 'url_1004560', 'url_1004560', 'url_1004542', 'url_1004542', 'url_1004542', 'url_1004542', 'url_1004602', 'url_1004602', 'url_1039465', 'url_1039465', 'url_1039465', 'url_1039465', 'url_1004459']"
dev_104776,"['url_1000005', 'url_1000005', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000020', 'url_1000020', 'url_1000020', 'url_1001169', 'url_1001169', 'url_1001169', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586']"
dev_104777,"['url_1004610', 'url_1004572', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1004515', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515']"
dev_104778,"['url_1035720', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004704', 'url_1004704', 'url_1004515', 'url_1004515']"
dev_104779,"['url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515']"
dev_104780,"['url_1004459', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515']"
dev_104781,"['url_1035720', 'url_1004464', 'url_1004503', 'url_1004557', 'url_1004559', 'url_1004559', 'url_1004560', 'url_1004560', 'url_1004542', 'url_1004542', 'url_1004602', 'url_1004602', 'url_1035721', 'url_1035721', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1004459', 'url_1004459', 'url_1035722', 'url_1035722', 'url_1035723', 'url_1035723', 'url_1035724', 'url_1035724', 'url_1035732', 'url_1035732', 'url_1035733', 'url_1035733', 'url_1004434', 'url_1004434', 'url_1005342', 'url_1005342', 'url_1004515', 'url_1004515', 'url_1008071']"
dev_104782,"['url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1004493', 'url_1005024', 'url_1005024', 'url_1004493', 'url_1004696', 'url_1025107', 'url_1046689', 'url_1004591', 'url_1004544', 'url_1004997', 'url_1005245', 'url_1004496']"
dev_104783,"['url_1004459', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1004572', 'url_1004572']"
dev_104784,"['url_1004434', 'url_1004434', 'url_1004515', 'url_1004515']"
dev_104785,"['url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515']"
dev_104786,"['url_1004459', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515']"
dev_104787,"['url_1045843', 'url_1045846', 'url_1028492', 'url_1045848', 'url_1045849', 'url_1045850', 'url_1045852', 'url_1004464', 'url_1004562', 'url_1004912', 'url_1004912', 'url_1004912', 'url_1004912', 'url_1004464', 'url_1004912', 'url_1004562', 'url_1004538', 'url_1004562', 'url_1045859', 'url_1004562', 'url_1045846', 'url_1045850', 'url_1004464', 'url_1004562', 'url_1004532', 'url_1004534', 'url_1004534', 'url_1045861', 'url_1045861', 'url_1045862', 'url_1045862', 'url_1045863', 'url_1045863', 'url_1045865', 'url_1045865', 'url_1045863', 'url_1045863']"
dev_104788,"['url_1033663', 'url_1014394', 'url_1033664', 'url_1033665', 'url_1033664', 'url_1033667', 'url_1033664', 'url_1033669', 'url_1033671', 'url_1033669', 'url_1033674', 'url_1033677', 'url_1033678', 'url_1033677', 'url_1033679', 'url_1033681', 'url_1033684', 'url_1033684', 'url_1033691', 'url_1033692', 'url_1033694', 'url_1004464', 'url_1033695', 'url_1033698', 'url_1033699', 'url_1004464', 'url_1033702', 'url_1004464', 'url_1033703', 'url_1033704', 'url_1004678', 'url_1033706', 'url_1004503', 'url_1004557', 'url_1004559', 'url_1004559', 'url_1004560', 'url_1004560', 'url_1004542', 'url_1004542', 'url_1004608', 'url_1004608', 'url_1033720', 'url_1033720', 'url_1004459', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1004894', 'url_1004894', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1004938', 'url_1004938', 'url_1004434', 'url_1004434', 'url_1004459', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1004894', 'url_1004894', 'url_1004434', 'url_1004434']"
dev_104789,"['url_1007584', 'url_1014217', 'url_1040955', 'url_1040956', 'url_1040957', 'url_1040958', 'url_1004464', 'url_1004678', 'url_1004503', 'url_1004557', 'url_1004559', 'url_1004559', 'url_1004559', 'url_1004560', 'url_1004560', 'url_1004608', 'url_1004608', 'url_1040963', 'url_1040963']"
dev_104790,"['url_1004076', 'url_1000005', 'url_1000005', 'url_1000221', 'url_1000221', 'url_1000221', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1032759', 'url_1032759', 'url_1032759', 'url_1000068', 'url_1000068', 'url_1000068', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1032759', 'url_1032759', 'url_1032759']"
dev_104791,"['url_1038853', 'url_1004464', 'url_1004503', 'url_1005069', 'url_1004559', 'url_1004559', 'url_1004560', 'url_1004560', 'url_1004542', 'url_1004542', 'url_1004602', 'url_1004602', 'url_1038854', 'url_1038854', 'url_1038854', 'url_1038854', 'url_1004688', 'url_1004688']"
dev_104792,"['url_1044085', 'url_1004538', 'url_1004538', 'url_1044093', 'url_1044085', 'url_1004464', 'url_1004562', 'url_1004532', 'url_1004534', 'url_1004534', 'url_1044110', 'url_1044110']"
dev_104793,"['url_1000715', 'url_1000020', 'url_1000422', 'url_1000422', 'url_1000422', 'url_1000422', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000008', 'url_1000008', 'url_1000008', 'url_1002909', 'url_1002909', 'url_1002909']"
dev_104794,"['url_1000005', 'url_1000005', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000020', 'url_1000020', 'url_1000020', 'url_1001900', 'url_1001900', 'url_1001900', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586']"
dev_104795,"['url_1000000', 'url_1000005', 'url_1000005', 'url_1006071', 'url_1006071', 'url_1006071', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1001044', 'url_1001044', 'url_1001044', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1000000', 'url_1000005', 'url_1000005', 'url_1006071', 'url_1006071', 'url_1006071', 'url_1006071', 'url_1006071', 'url_1006071', 'url_1006071', 'url_1006071', 'url_1006071', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000071', 'url_1000005', 'url_1000005', 'url_1006071', 'url_1006071', 'url_1006071', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1000000', 'url_1000005', 'url_1000005', 'url_1006071', 'url_1006071', 'url_1006071', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1000000', 'url_1000005', 'url_1000005', 'url_1006071', 'url_1006071', 'url_1006071', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586']"
dev_104796,"['url_1033913', 'url_1053252', 'url_1053254', 'url_1053255', 'url_1053256', 'url_1004705', 'url_1024892', 'url_1053259', 'url_1053260', 'url_1053261', 'url_1004477', 'url_1053265', 'url_1053268', 'url_1053271', 'url_1053272', 'url_1053273', 'url_1004477', 'url_1043243', 'url_1053276', 'url_1053277', 'url_1004705', 'url_1047288', 'url_1053288', 'url_1053289', 'url_1053290', 'url_1053290', 'url_1010761', 'url_1046620', 'url_1053321', 'url_1053323', 'url_1052270', 'url_1004610', 'url_1004705', 'url_1053330', 'url_1008970', 'url_1046620', 'url_1052270', 'url_1004464', 'url_1004503', 'url_1004464', 'url_1004503', 'url_1004557', 'url_1004504', 'url_1004504', 'url_1004504', 'url_1004504']"
dev_104797,"['url_1045427', 'url_1045428', 'url_1045429', 'url_1045430', 'url_1045431', 'url_1045432', 'url_1045433', 'url_1045434', 'url_1045435', 'url_1045436', 'url_1045437', 'url_1045438', 'url_1045439', 'url_1045440', 'url_1045441', 'url_1045443', 'url_1045444', 'url_1045445', 'url_1045434', 'url_1045439', 'url_1045446', 'url_1045447', 'url_1045448', 'url_1045450', 'url_1045452', 'url_1045453', 'url_1045454', 'url_1045455', 'url_1045457', 'url_1045458', 'url_1045459', 'url_1045460', 'url_1045462', 'url_1045463', 'url_1045463', 'url_1045464', 'url_1045465', 'url_1045468', 'url_1045469', 'url_1045471', 'url_1045459', 'url_1045452', 'url_1045439', 'url_1045434', 'url_1045432', 'url_1045431', 'url_1045430', 'url_1045429', 'url_1045428', 'url_1045427', 'url_1045473', 'url_1045474', 'url_1045475', 'url_1045474', 'url_1045473', 'url_1045434', 'url_1045523', 'url_1045439', 'url_1045441', 'url_1047899', 'url_1050091', 'url_1004705', 'url_1006980', 'url_1020825', 'url_1004464', 'url_1004532', 'url_1004606', 'url_1004503', 'url_1004557', 'url_1004559', 'url_1004559', 'url_1004542', 'url_1004542', 'url_1004608', 'url_1004608', 'url_1050114', 'url_1050114', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1050114', 'url_1004510', 'url_1004705', 'url_1017317', 'url_1006983', 'url_1017317', 'url_1006983', 'url_1017317', 'url_1026035', 'url_1050225', 'url_1045467']"
dev_104798,"['url_1000005', 'url_1000005', 'url_1000000', 'url_1000000', 'url_1000000']"
dev_104799,"['url_1000000', 'url_1000005', 'url_1000221', 'url_1000221', 'url_1000221', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1032829', 'url_1032829', 'url_1032829']"
dev_104800,"['url_1004459', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1054611', 'url_1054611', 'url_1054612', 'url_1054612', 'url_1004503', 'url_1004503', 'url_1004542', 'url_1004542', 'url_1004602', 'url_1004602']"
dev_104801,"['url_1004459', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1054611', 'url_1054611', 'url_1054612', 'url_1054612', 'url_1004464', 'url_1004464', 'url_1004503', 'url_1004503', 'url_1004542', 'url_1004542', 'url_1004602', 'url_1004602']"
dev_104802,"['url_1054606', 'url_1004464', 'url_1004503', 'url_1005069', 'url_1004559', 'url_1004559', 'url_1004464', 'url_1004464', 'url_1004503', 'url_1004503', 'url_1004542', 'url_1004542', 'url_1004602', 'url_1004602', 'url_1004572', 'url_1004572', 'url_1004563', 'url_1004563', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004434']"
dev_104803,"['url_1045732', 'url_1045736', 'url_1004459', 'url_1045751', 'url_1045752', 'url_1025605', 'url_1004510', 'url_1008864', 'url_1004510', 'url_1025605', 'url_1004613', 'url_1007895', 'url_1045756', 'url_1017225', 'url_1045758', 'url_1017225', 'url_1045759', 'url_1045762', 'url_1045763', 'url_1019178', 'url_1045763', 'url_1045765', 'url_1004464', 'url_1004503', 'url_1004557', 'url_1004559', 'url_1004559', 'url_1004602', 'url_1004602', 'url_1045784', 'url_1045784', 'url_1045784', 'url_1045784', 'url_1004557', 'url_1004557', 'url_1004459', 'url_1004997', 'url_1020597', 'url_1019084', 'url_1019988', 'url_1019084', 'url_1020605', 'url_1019084', 'url_1019989', 'url_1045795', 'url_1019989']"
dev_104804,"['url_1004732', 'url_1004733', 'url_1004734', 'url_1004734', 'url_1004735', 'url_1004735', 'url_1004734', 'url_1004734', 'url_1004735', 'url_1004735', 'url_1004734', 'url_1004734', 'url_1004735', 'url_1004735', 'url_1006057', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1004459', 'url_1004515', 'url_1041358', 'url_1006053', 'url_1041358', 'url_1044875', 'url_1004732', 'url_1006053', 'url_1022361', 'url_1047838', 'url_1047839', 'url_1047838', 'url_1004732', 'url_1004732']"
dev_104805,"['url_1037289', 'url_1037295', 'url_1037296', 'url_1037302', 'url_1004464', 'url_1004459', 'url_1018973', 'url_1037305', 'url_1018973', 'url_1037306', 'url_1004606', 'url_1004606', 'url_1004606', 'url_1004503', 'url_1004606', 'url_1004606', 'url_1004503', 'url_1004557', 'url_1004559', 'url_1004559', 'url_1004560', 'url_1004560', 'url_1004560', 'url_1004560', 'url_1004608', 'url_1004608', 'url_1037319', 'url_1037319', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1004459', 'url_1004434', 'url_1037326', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1005027', 'url_1005027', 'url_1004496', 'url_1004496', 'url_1004513', 'url_1004513', 'url_1004510', 'url_1004510', 'url_1033453', 'url_1033453', 'url_1004705', 'url_1037586', 'url_1037586', 'url_1037587', 'url_1037587', 'url_1037588', 'url_1037588', 'url_1037589', 'url_1037589', 'url_1037588', 'url_1037588', 'url_1037590', 'url_1037590', 'url_1037588', 'url_1037588', 'url_1037587', 'url_1037587', 'url_1037586', 'url_1037586', 'url_1004705', 'url_1037591', 'url_1037591', 'url_1026344', 'url_1026344', 'url_1037592', 'url_1037592', 'url_1037591', 'url_1037591', 'url_1004705', 'url_1033453', 'url_1033453', 'url_1004510', 'url_1004510', 'url_1004513', 'url_1004513', 'url_1004496', 'url_1004496', 'url_1005027', 'url_1005027', 'url_1004515', 'url_1004515', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1005739', 'url_1021351', 'url_1021351', 'url_1018357', 'url_1018357', 'url_1021351', 'url_1021351', 'url_1039573', 'url_1039573', 'url_1005739', 'url_1039574', 'url_1039574', 'url_1039576', 'url_1039576', 'url_1039574', 'url_1039574', 'url_1005739', 'url_1039579', 'url_1039579', 'url_1005739', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004704', 'url_1004704', 'url_1004538', 'url_1004538', 'url_1004538', 'url_1004538', 'url_1004434', 'url_1004434', 'url_1039595', 'url_1039595', 'url_1004434', 'url_1004434', 'url_1004459', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1005739', 'url_1041517', 'url_1041517', 'url_1041519', 'url_1041519', 'url_1041520', 'url_1041520', 'url_1041522', 'url_1041522', 'url_1041523', 'url_1041523', 'url_1041524', 'url_1041524', 'url_1041525', 'url_1041525', 'url_1039574', 'url_1039574', 'url_1041525', 'url_1041525', 'url_1039579', 'url_1039579', 'url_1041525', 'url_1041525', 'url_1004434', 'url_1004434', 'url_1004459', 'url_1037289', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1004572', 'url_1004572', 'url_1004434', 'url_1004434', 'url_1005343', 'url_1005343', 'url_1039574', 'url_1039574', 'url_1037289', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1043360', 'url_1043361', 'url_1039574', 'url_1043362', 'url_1043373', 'url_1043373', 'url_1005739', 'url_1020656', 'url_1004464', 'url_1004562', 'url_1004562', 'url_1015884', 'url_1004562', 'url_1039574', 'url_1050498']"
dev_104806,"['url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515']"
dev_104807,"['url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515']"
dev_104808,"['url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1004459', 'url_1005437', 'url_1004459']"
dev_104809,"['url_1038002', 'url_1004538', 'url_1038003', 'url_1038004', 'url_1038005', 'url_1038008', 'url_1021314', 'url_1038012', 'url_1038013', 'url_1038014', 'url_1004464', 'url_1005267', 'url_1004562', 'url_1004532', 'url_1004534', 'url_1004534', 'url_1004791', 'url_1004791', 'url_1004792', 'url_1004792', 'url_1004722', 'url_1004722', 'url_1004723', 'url_1004723', 'url_1004722', 'url_1004722', 'url_1004723', 'url_1004723', 'url_1004722', 'url_1004722', 'url_1004723', 'url_1004723', 'url_1004722', 'url_1004722', 'url_1004723', 'url_1004723', 'url_1004598', 'url_1004598', 'url_1004598', 'url_1004598', 'url_1038019', 'url_1038019', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004434', 'url_1004515', 'url_1004515', 'url_1004459', 'url_1004434', 'url_1004628', 'url_1004628', 'url_1004628', 'url_1004434', 'url_1004701', 'url_1004559', 'url_1004559', 'url_1004515', 'url_1004515', 'url_1004459']"
dev_104810,"['url_1034933', 'url_1004532', 'url_1004534', 'url_1004534', 'url_1034934', 'url_1034934', 'url_1004730', 'url_1004564']"
dev_104811,"['url_1000005', 'url_1000005', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000235', 'url_1000235', 'url_1000235', 'url_1001433', 'url_1001433', 'url_1001433', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586', 'url_1004586']"
dev_104812,"['url_1000050', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000050', 'url_1000050', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000050', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000050', 'url_1000024', 'url_1000050', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024', 'url_1000024']"
dev_104813,"['url_1043803', 'url_1043806', 'url_1043807', 'url_1016961', 'url_1008732', 'url_1020839', 'url_1020839', 'url_1016961', 'url_1043808', 'url_1004464', 'url_1004678', 'url_1004532', 'url_1004534', 'url_1004534', 'url_1043809', 'url_1043809']"
dev_104814,"['url_1054419', 'url_1004464', 'url_1004503', 'url_1004557', 'url_1004560', 'url_1004560', 'url_1004504', 'url_1004504']"
dev_104815,"['url_1000050', 'url_1000050', 'url_1000024', 'url_1000026', 'url_1000026', 'url_1000024', 'url_1000026', 'url_1000026', 'url_1000025', 'url_1000025', 'url_1000027', 'url_1000027', 'url_1000024', 'url_1000024', 'url_1000049']"
dev_104816,"['url_1000050', 'url_1000050', 'url_1000024', 'url_1000027', 'url_1000027', 'url_1000027', 'url_1000025', 'url_1000026', 'url_1000026', 'url_1000049', 'url_1000050', 'url_1000024', 'url_1000027', 'url_1000025', 'url_1000026', 'url_1000052', 'url_1001538', 'url_1000049']"
dev_104817,"['url_1000024', 'url_1000026', 'url_1000052', 'url_1000049']"
dev_104818,"['url_1000000', 'url_1000005', 'url_1000005', 'url_1000221', 'url_1000221', 'url_1000221', 'url_1000000', 'url_1000000', 'url_1000000', 'url_1000006', 'url_1000006', 'url_1000006', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1000007', 'url_1031923', 'url_1031923', 'url_1031923']"
dev_104819,"['url_1030452', 'url_1030452', 'url_1030452', 'url_1000572', 'url_1000572', 'url_1000573', 'url_1000573', 'url_1030453', 'url_1030453', 'url_1001596', 'url_1030452', 'url_1030452', 'url_1030452', 'url_1000572', 'url_1000572', 'url_1000573', 'url_1000573', 'url_1002509', 'url_1002509', 'url_1000573', 'url_1000573', 'url_1030513', 'url_1030513', 'url_1001596', 'url_1030453', 'url_1030453', 'url_1030513', 'url_1030513', 'url_1030452', 'url_1030452', 'url_1030452', 'url_1030452', 'url_1000572', 'url_1000572', 'url_1000572', 'url_1000573', 'url_1000573', 'url_1000573', 'url_1030797', 'url_1030797', 'url_1030797', 'url_1001596', 'url_1030452', 'url_1003190', 'url_1003190', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1030452', 'url_1030452', 'url_1030452', 'url_1000572', 'url_1000572', 'url_1000572', 'url_1000573', 'url_1000573', 'url_1000573', 'url_1030830', 'url_1030830', 'url_1030830', 'url_1001596', 'url_1000289', 'url_1030797', 'url_1030797', 'url_1030830', 'url_1030830', 'url_1030452', 'url_1030452', 'url_1030452', 'url_1030452', 'url_1000572', 'url_1000572', 'url_1000572', 'url_1000573', 'url_1000573', 'url_1000573', 'url_1031002', 'url_1031002', 'url_1031002', 'url_1001596', 'url_1030453', 'url_1031002']"
dev_104820,"['url_1030452', 'url_1030452', 'url_1030452', 'url_1030452', 'url_1000572', 'url_1000572', 'url_1000572', 'url_1000573', 'url_1000573', 'url_1000573', 'url_1031791', 'url_1031791', 'url_1031791', 'url_1001596', 'url_1030452', 'url_1003190', 'url_1003190', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1003191', 'url_1000289', 'url_1000289', 'url_1000289', 'url_1000289', 'url_1000572', 'url_1000572', 'url_1000572', 'url_1000573', 'url_1000573', 'url_1000573', 'url_1031856', 'url_1031856', 'url_1031856', 'url_1001596']"
